attempt,arm,shot,context,r_housekeeping,J,J_centered,p_generated,outcome_a,planted_kappa,synthetic_only
001,null,0,0,-1.877283303,-0.08844844489,-0.1011289982,0.5,1,0.0,true
001,null,1,0,-0.472773134,-0.1084971233,-0.1211776766,0.5,1,0.0,true
001,null,2,0,0.7610848119,-0.06725785931,-0.07993841265,0.5,0,0.0,true
001,null,3,1,0.2073180185,-0.05514638078,-0.06328341636,0.5,1,0.0,true
001,null,4,0,-1.299548054,-0.1152513604,-0.1279319137,0.5,0,0.0,true
001,null,5,0,-0.9318718278,-0.1558310214,-0.1685115748,0.5,0,0.0,true
001,null,6,1,0.3281657478,-0.1349349599,-0.1430719955,0.5,0,0.0,true
001,null,7,0,-1.276319675,-0.1894223009,-0.2021028543,0.5,1,0.0,true
001,null,8,0,0.3141319361,-0.1682176571,-0.1808982104,0.5,0,0.0,true
001,null,9,0,1.181619124,-0.09877734851,-0.1114579018,0.5,0,0.0,true
001,null,10,0,1.153385425,-0.03564485854,-0.04832541188,0.5,0,0.0,true
001,null,11,0,2.944727291,0.09594902408,0.08326847074,0.5,1,0.0,true
001,null,12,0,-0.1022501786,0.08905667036,0.07637611702,0.5,1,0.0,true
001,null,13,1,-0.3369422989,0.07161423165,0.06347719606,0.5,1,0.0,true
001,null,14,0,0.8544484391,0.107188397,0.09450784367,0.5,0,0.0,true
001,null,15,1,-1.103892045,0.05220381257,0.04406677699,0.5,0,0.0,true
001,null,16,1,-0.05648808681,0.04827142607,0.04013439049,0.5,1,0.0,true
001,null,17,1,-0.08039532701,0.04323601826,0.03509898268,0.5,1,0.0,true
001,null,18,1,1.456782234,0.1076430529,0.09950601733,0.5,0,0.0,true
001,null,19,1,-0.5319824202,0.07913656479,0.07099952921,0.5,0,0.0,true
001,null,20,1,2.108743578,0.1630713976,0.154934362,0.5,1,0.0,true
001,null,21,1,-0.06987480855,0.1557680885,0.1476310529,0.5,0,0.0,true
001,null,22,1,-0.8097374858,0.1126943156,0.10455728,0.5,0,0.0,true
001,null,23,1,1.287456529,0.1643591055,0.1562220699,0.5,1,0.0,true
001,null,24,1,-0.6077543897,0.130911515,0.1227744794,0.5,0,0.0,true
001,null,25,1,1.129273054,0.1760640382,0.1679270026,0.5,0,0.0,true
001,null,26,1,-0.8762495361,0.1280677885,0.119930753,0.5,1,0.0,true
001,null,27,1,-0.5620737965,0.09736079991,0.08922376433,0.5,0,0.0,true
001,null,28,0,-0.3117796035,0.07958727605,0.06690672271,0.5,1,0.0,true
001,null,29,0,-0.8144761481,0.0365297229,0.02384916956,0.5,0,0.0,true
001,null,30,0,0.1144685983,0.04133056676,0.02865001342,0.5,0,0.0,true
001,null,31,1,-0.978133022,-0.009772430905,-0.01790946649,0.5,1,0.0,true
001,null,32,1,0.5243650759,0.01734073417,0.009203698588,0.5,1,0.0,true
001,null,33,0,-0.07767152663,0.01282709912,0.0001465457784,0.5,0,0.0,true
001,null,34,0,0.9108829382,0.06006894046,0.04738838712,0.5,0,0.0,true
001,null,35,0,3.04909004,0.1796060282,0.1669254749,0.5,0,0.0,true
001,null,36,1,-2.146111658,0.07302657832,0.06488954273,0.5,0,0.0,true
001,null,37,1,-0.3960296246,0.05437963243,0.04624259685,0.5,0,0.0,true
001,null,38,0,-0.311451851,0.03953670223,0.02685614889,0.5,1,0.0,true
001,null,39,0,-0.295933944,0.02545738902,0.01277683568,0.5,1,0.0,true
001,null,40,1,0.8279455509,0.06131569701,0.05317866143,0.5,1,0.0,true
001,null,41,1,1.272578097,0.1140739544,0.1059369188,0.5,0,0.0,true
001,null,42,0,-0.7667589382,0.07551757902,0.06283702568,0.5,0,0.0,true
001,null,43,1,-2.152540405,-0.02316088252,-0.03129791811,0.5,1,0.0,true
001,null,44,1,-0.4170419762,-0.04042775488,-0.04856479047,0.5,1,0.0,true
001,null,45,1,0.3052019752,-0.02589773812,-0.0340347737,0.5,1,0.0,true
001,null,46,0,0.8017713501,0.01082828359,-0.001852269745,0.5,1,0.0,true
001,null,47,0,-0.4376839077,-0.009428523915,-0.02210907725,0.5,1,0.0,true
001,null,48,1,0.04077772786,-0.007283455627,-0.01542049121,0.5,1,0.0,true
001,null,49,1,0.2714576627,0.005908830326,-0.002228205258,0.5,1,0.0,true
001,null,50,1,0.4568049576,0.02805570376,0.01991866818,0.5,0,0.0,true
001,null,51,1,0.4847582184,0.05134970073,0.04321266514,0.5,0,0.0,true
001,null,52,0,-0.5557876226,0.02145188245,0.008771329111,0.5,1,0.0,true
001,null,53,0,-0.6676517498,-0.0136805442,-0.02636109754,0.5,0,0.0,true
001,null,54,1,-0.5531872459,-0.04216909644,-0.05030613203,0.5,0,0.0,true
001,null,55,1,-0.2064866453,-0.05212305452,-0.0602600901,0.5,1,0.0,true
001,null,56,1,-0.2543540424,-0.06466992088,-0.07280695646,0.5,0,0.0,true
001,null,57,1,-0.2950523577,-0.07943461582,-0.0875716514,0.5,1,0.0,true
001,null,58,1,-0.3434982988,-0.09684294473,-0.1049799803,0.5,0,0.0,true
001,null,59,0,-1.85677213,-0.1830406323,-0.1957211857,0.5,1,0.0,true
001,null,60,1,-1.30781651,-0.2377104605,-0.2458474961,0.5,1,0.0,true
001,null,61,0,2.422400047,-0.0893677457,-0.102048299,0.5,0,0.0,true
001,null,62,0,0.3496631209,-0.07040394008,-0.08308449342,0.5,1,0.0,true
001,null,63,0,0.4117235221,-0.04853923634,-0.06121978968,0.5,0,0.0,true
001,null,64,1,1.381640077,0.01999203078,0.0118549952,0.5,0,0.0,true
001,null,65,0,1.506621153,0.08791390206,0.07523334872,0.5,0,0.0,true
001,null,66,0,1.530806802,0.1503520635,0.1376715102,0.5,1,0.0,true
001,null,67,1,-0.9117414306,0.1026884566,0.094551421,0.5,1,0.0,true
001,null,68,0,-0.7664013398,0.0636394172,0.05095886386,0.5,0,0.0,true
